#id,RT,RI,abundance,CAS,weight
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,6369081,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,67181425,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,2211164,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,1952508,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,7917719,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,186087032,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,8626782,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~humulene",32.644,,16899698,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,22992793,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,15557360,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,57373374,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,34138139,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,52774625,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,71227424,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,10726241,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,3767217,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,3331511,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~epicubenol",38.984,,8402476,,
"2-20160501OB-UV~Treat1~IL1~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,62266607,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,244353159,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~Ocimene",14.001,,31308842,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,3219910,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~terpinolene",15.882,,8757443,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~linalool",16.701,,806993259,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~camphor",18.747,,,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,24674027,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,3280525,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,27352996,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~chavicol",23.917,,4909030,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,18020091,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,10918138,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,2404711,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~eugenol",28.48,,1709258632,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,8418596,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,7348271,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,77761548,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,2108563,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,2193942,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,8983783,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,192063208,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,11797161,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~humulene",32.644,,19099259,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,24002389,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,17984364,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,65823790,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,41561283,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,60790048,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,81788973,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,11372768,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,4131862,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,3682047,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~epicubenol",38.984,,7865917,,
"2-20160501OB-UV~Treat1~IL2~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,52498841,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,290905790,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~Ocimene",14.001,,24943982,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,2895838,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~terpinolene",15.882,,6862253,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~linalool",16.701,,896742492,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~camphor",18.747,,1729933,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,28497321,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,4031551,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,29070544,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~chavicol",23.917,,,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,20674166,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,7936706,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,2231401,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~eugenol",28.48,,1501719879,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,7268736,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,5933103,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,61477769,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,2280208,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,1772934,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,7041030,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,171137217,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,6183878,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~humulene",32.644,,15671431,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,20186242,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,13383199,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,50431019,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,30001598,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,40596827,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,62222812,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,10014715,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,3027953,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,2390278,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~epicubenol",38.984,,8545200,,
"2-20160501OB-UV~Treat1~IL3~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,63248748,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,199881046,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~Ocimene",14.001,,37377228,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~terpinolene",15.882,,4703782,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~linalool",16.701,,629051819,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~camphor",18.747,,1844951,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,15474425,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,14896712,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~chavicol",23.917,,,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,23567629,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,6501711,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~eugenol",28.48,,1116530461,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,4003823,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,4670483,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,49356271,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,2545508,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,5845153,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,154987978,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,5199275,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~humulene",32.644,,14704722,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,14350534,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,9992582,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,36927202,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,24936753,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,38977991,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,46742098,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,7620839,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,2905651,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,2192149,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~epicubenol",38.984,,5712703,,
"2-20160501OB-UV~Treat2~PL1~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,42126255,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,203707039,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~Ocimene",14.001,,30369251,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~terpinolene",15.882,,5559693,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~linalool",16.701,,670861775,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~camphor",18.747,,1918269,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,16977665,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,2294519,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,18765072,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~chavicol",23.917,,,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,22069283,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,5313665,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~eugenol",28.48,,1126626121,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,3497752,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,3905689,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,41764070,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,2414978,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,4818510,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,135474888,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,3635407,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~humulene",32.644,,12200848,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,11555794,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,8625399,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,30471444,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,21277721,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,32845522,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,40756070,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,6730039,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,2180539,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,1687582,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~epicubenol",38.984,,5386858,,
"2-20160501OB-UV~Treat2~PL2~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,41361288,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,226323124,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~Ocimene",14.001,,37553659,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,2685900,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~terpinolene",15.882,,6067999,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~linalool",16.701,,667306163,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~camphor",18.747,,2029260,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,17160815,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,3008448,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,22878690,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~chavicol",23.917,,,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,19508034,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,5797900,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~eugenol",28.48,,1577210160,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,3596880,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,4165332,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,43235519,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,2659026,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,5199645,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,136636954,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,5223130,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~humulene",32.644,,13067592,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,11607550,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,9120892,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,33908926,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,22494739,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,30329455,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,43669715,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,6480840,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,2365728,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,1690241,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~epicubenol",38.984,,4901826,,
"2-20160501OB-UV~Treat2~PL3~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,38519842,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,233373932,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~Ocimene",14.001,,36979988,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,3026730,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~terpinolene",15.882,,7163557,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~linalool",16.701,,477670762,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~camphor",18.747,,4736956,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,9292548,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,3111856,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,27565695,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,4494553,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~chavicol",23.917,,5830672,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,42644243,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,8338448,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~eugenol",28.48,,1749923758,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,3622377,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,6480634,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,65704773,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,4257831,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,2004661,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,7533815,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,175914119,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,7517254,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~humulene",32.644,,20294906,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,15325884,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,11280358,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,44223397,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,32678283,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,36957061,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,53711077,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,6832582,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,4224600,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,2386242,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~nerolidol",37.08,,1495231,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~epicubenol",38.984,,6072380,,
"2-20160501OB-UV~Treat3~FL1~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,44941051,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,239045790,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~Ocimene",14.001,,30430156,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,2773025,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~terpinolene",15.882,,7813367,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~linalool",16.701,,471886320,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~camphor",18.747,,4746553,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,10479144,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,3746032,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,36569447,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,3985983,,
